,category,condition
389,V09.29XS,"Pedestrian injured in traf involving oth mv, sequela"
390,V09.3XXA,"Pedestrian injured in unsp traffic accident, init encntr"
391,V09.3XXD,"Pedestrian injured in unsp traffic accident, subs encntr"
392,V09.3XXS,"Pedestrian injured in unspecified traffic accident, sequela"
393,V09.9XXA,"Pedestrian injured in unsp transport accident, init encntr"
394,V09.9XXD,"Pedestrian injured in unsp transport accident, subs encntr"
395,V09.9XXS,"Pedestrian injured in unsp transport accident, sequela"
396,V10.0XXA,"Pedl cyc driver injured in clsn w ped/anml nontraf, init"
397,V10.0XXD,"Pedl cyc driver injured in clsn w ped/anml nontraf, subs"
398,V10.0XXS,"Pedl cyc driver injured in clsn w ped/anml nontraf, sequela"
399,V10.1XXA,"Pedl cyc passenger injured in clsn w ped/anml nontraf, init"
400,V10.1XXD,"Pedl cyc passenger injured in clsn w ped/anml nontraf, subs"
401,V10.1XXS,"Pedl cyc pasngr injured in clsn w ped/anml nontraf, sequela"
402,V10.2XXA,"Unsp pedl cyclst injured in clsn w ped/anml nontraf, init"
403,V10.2XXD,"Unsp pedl cyclst injured in clsn w ped/anml nontraf, subs"
404,V10.2XXS,"Unsp pedl cyclst injured in clsn w ped/anml nontraf, sequela"
405,V10.3XXA,"Prsn brd/alit pedl cyc injured in collision w ped/anml, init"
406,V10.3XXD,"Prsn brd/alit pedl cyc injured in collision w ped/anml, subs"
407,V10.3XXS,"Prsn brd/alit pedl cyc injured in clsn w ped/anml, sequela"
408,V10.4XXA,"Pedl cyc driver injured in clsn w ped/anml in traf, init"
409,V10.4XXD,"Pedl cyc driver injured in clsn w ped/anml in traf, subs"
410,V10.4XXS,"Pedl cyc driver injured in clsn w ped/anml in traf, sequela"
411,V10.5XXA,"Pedl cyc passenger injured in clsn w ped/anml in traf, init"
412,V10.5XXD,"Pedl cyc passenger injured in clsn w ped/anml in traf, subs"
413,V10.5XXS,"Pedl cyc pasngr injured in clsn w ped/anml in traf, sequela"
414,V10.9XXA,"Unsp pedl cyclst injured in clsn w ped/anml in traf, init"
415,V10.9XXD,"Unsp pedl cyclst injured in clsn w ped/anml in traf, subs"
416,V10.9XXS,"Unsp pedl cyclst injured in clsn w ped/anml in traf, sequela"
417,V11.0XXA,"Pedl cyc driver injured in clsn w oth pedl cyc nontraf, init"
418,V11.0XXD,"Pedl cyc driver injured in clsn w oth pedl cyc nontraf, subs"
419,V11.0XXS,"Pedl cyc driver inj in clsn w oth pedl cyc nontraf, sequela"
420,V11.1XXA,"Pedl cyc pasngr injured in clsn w oth pedl cyc nontraf, init"
421,V11.1XXD,"Pedl cyc pasngr injured in clsn w oth pedl cyc nontraf, subs"
422,V11.1XXS,"Pedl cyc pasngr inj in clsn w oth pedl cyc nontraf, sequela"
423,V11.2XXA,"Unsp pedl cyclst inj in clsn w oth pedl cyc nontraf, init"
424,V11.2XXD,"Unsp pedl cyclst inj in clsn w oth pedl cyc nontraf, subs"
425,V11.2XXS,"Unsp pedl cyclst inj in clsn w oth pedl cyc nontraf, sequela"
426,V11.3XXA,"Prsn brd/alit pedl cyc injured in clsn w oth pedl cyc, init"
427,V11.3XXD,"Prsn brd/alit pedl cyc injured in clsn w oth pedl cyc, subs"
428,V11.3XXS,"Prsn brd/alit pedl cyc inj in clsn w oth pedl cyc, sequela"
429,V11.4XXA,"Pedl cyc driver injured in clsn w oth pedl cyc in traf, init"
430,V11.4XXD,"Pedl cyc driver injured in clsn w oth pedl cyc in traf, subs"
431,V11.4XXS,"Pedl cyc driver inj in clsn w oth pedl cyc in traf, sequela"
432,V11.5XXA,"Pedl cyc pasngr injured in clsn w oth pedl cyc in traf, init"
433,V11.5XXD,"Pedl cyc pasngr injured in clsn w oth pedl cyc in traf, subs"
434,V11.5XXS,"Pedl cyc pasngr inj in clsn w oth pedl cyc in traf, sequela"
435,V11.9XXA,"Unsp pedl cyclst inj in clsn w oth pedl cyc in traf, init"
436,V11.9XXD,"Unsp pedl cyclst inj in clsn w oth pedl cyc in traf, subs"
437,V11.9XXS,"Unsp pedl cyclst inj in clsn w oth pedl cyc in traf, sequela"
438,V12.0XXA,"Pedl cyc driver injured in clsn w 2/3whl mv nontraf, init"
439,V12.0XXD,"Pedl cyc driver injured in clsn w 2/3whl mv nontraf, subs"
440,V12.0XXS,"Pedl cyc driver inj in clsn w 2/3whl mv nontraf, sequela"
441,V12.1XXA,"Pedl cyc pasngr injured in clsn w 2/3whl mv nontraf, init"
442,V12.1XXD,"Pedl cyc pasngr injured in clsn w 2/3whl mv nontraf, subs"
443,V12.1XXS,"Pedl cyc pasngr inj in clsn w 2/3whl mv nontraf, sequela"
444,V12.2XXA,"Unsp pedl cyclst injured in clsn w 2/3whl mv nontraf, init"
445,V12.2XXD,"Unsp pedl cyclst injured in clsn w 2/3whl mv nontraf, subs"
446,V12.2XXS,"Unsp pedl cyclst inj in clsn w 2/3whl mv nontraf, sequela"
447,V12.3XXA,"Prsn brd/alit pedl cyc injured in clsn w 2/3whl mv, init"
448,V12.3XXD,"Prsn brd/alit pedl cyc injured in clsn w 2/3whl mv, subs"
449,V12.3XXS,"Prsn brd/alit pedl cyc injured in clsn w 2/3whl mv, sequela"
450,V12.4XXA,"Pedl cyc driver injured in clsn w 2/3whl mv in traf, init"
451,V12.4XXD,"Pedl cyc driver injured in clsn w 2/3whl mv in traf, subs"
452,V12.4XXS,"Pedl cyc driver inj in clsn w 2/3whl mv in traf, sequela"
453,V12.5XXA,"Pedl cyc pasngr injured in clsn w 2/3whl mv in traf, init"
454,V12.5XXD,"Pedl cyc pasngr injured in clsn w 2/3whl mv in traf, subs"
455,V12.5XXS,"Pedl cyc pasngr inj in clsn w 2/3whl mv in traf, sequela"
456,V12.9XXA,"Unsp pedl cyclst injured in clsn w 2/3whl mv in traf, init"
457,V12.9XXD,"Unsp pedl cyclst injured in clsn w 2/3whl mv in traf, subs"
458,V12.9XXS,"Unsp pedl cyclst inj in clsn w 2/3whl mv in traf, sequela"
459,V13.0XXA,"Pedl cyc driver inj pickup truck, pkup/van nontraf, init"
460,V13.0XXD,"Pedl cyc driver inj pickup truck, pkup/van nontraf, subs"
461,V13.0XXS,"Pedl cyc driver inj pkup truck, pkup/van nontraf, sequela"
462,V13.1XXA,"Pedl cyc pasngr inj pickup truck, pkup/van nontraf, init"
463,V13.1XXD,"Pedl cyc pasngr inj pickup truck, pkup/van nontraf, subs"
464,V13.1XXS,"Pedl cyc pasngr inj pkup truck, pkup/van nontraf, sequela"
465,V13.2XXA,"Unsp pedl cyclst inj pickup truck, pkup/van nontraf, init"
466,V13.2XXD,"Unsp pedl cyclst inj pickup truck, pkup/van nontraf, subs"
467,V13.2XXS,"Unsp pedl cyclst inj pkup truck, pkup/van nontraf, sequela"
468,V13.3XXA,"Prsn brd/alit pedl cyc inj pickup truck, pkup/van, init"
469,V13.3XXD,"Prsn brd/alit pedl cyc inj pickup truck, pkup/van, subs"
470,V13.3XXS,"Prsn brd/alit pedl cyc inj pickup truck, pkup/van, sequela"
471,V13.4XXA,"Pedl cyc driver inj pickup truck, pkup/van in traf, init"
472,V13.4XXD,"Pedl cyc driver inj pickup truck, pkup/van in traf, subs"
473,V13.4XXS,"Pedl cyc driver inj pkup truck, pkup/van in traf, sequela"
474,V13.5XXA,"Pedl cyc pasngr inj pickup truck, pkup/van in traf, init"
475,V13.5XXD,"Pedl cyc pasngr inj pickup truck, pkup/van in traf, subs"
476,V13.5XXS,"Pedl cyc pasngr inj pkup truck, pkup/van in traf, sequela"
477,V13.9XXA,"Unsp pedl cyclst inj pickup truck, pkup/van in traf, init"
478,V13.9XXD,"Unsp pedl cyclst inj pickup truck, pkup/van in traf, subs"
479,V13.9XXS,"Unsp pedl cyclst inj pkup truck, pkup/van in traf, sequela"
480,V14.0XXA,"Pedl cyc driver injured in collision w hv veh nontraf, init"
481,V14.0XXD,"Pedl cyc driver injured in collision w hv veh nontraf, subs"
482,V14.0XXS,"Pedl cyc driver injured in clsn w hv veh nontraf, sequela"
483,V14.1XXA,"Pedl cyc passenger injured in clsn w hv veh nontraf, init"
484,V14.1XXD,"Pedl cyc passenger injured in clsn w hv veh nontraf, subs"
485,V14.1XXS,"Pedl cyc passenger injured in clsn w hv veh nontraf, sequela"
486,V14.2XXA,"Unsp pedl cyclst injured in collision w hv veh nontraf, init"
487,V14.2XXD,"Unsp pedl cyclst injured in collision w hv veh nontraf, subs"
488,V14.2XXS,"Unsp pedl cyclst injured in clsn w hv veh nontraf, sequela"
489,V14.3XXA,"Prsn brd/alit pedl cyc injured in collision w hv veh, init"
490,V14.3XXD,"Prsn brd/alit pedl cyc injured in collision w hv veh, subs"
491,V14.3XXS,"Prsn brd/alit pedl cyc injured in clsn w hv veh, sequela"
492,V14.4XXA,"Pedl cyc driver injured in collision w hv veh in traf, init"
493,V14.4XXD,"Pedl cyc driver injured in collision w hv veh in traf, subs"
494,V14.4XXS,"Pedl cyc driver injured in clsn w hv veh in traf, sequela"
495,V14.5XXA,"Pedl cyc passenger injured in clsn w hv veh in traf, init"
496,V14.5XXD,"Pedl cyc passenger injured in clsn w hv veh in traf, subs"
497,V14.5XXS,"Pedl cyc passenger injured in clsn w hv veh in traf, sequela"
498,V14.9XXA,"Unsp pedl cyclst injured in collision w hv veh in traf, init"
499,V14.9XXD,"Unsp pedl cyclst injured in collision w hv veh in traf, subs"
500,V14.9XXS,"Unsp pedl cyclst injured in clsn w hv veh in traf, sequela"
501,V15.0XXA,"Pedl cyc driver injured in clsn w rail trn/veh nontraf, init"
502,V15.0XXD,"Pedl cyc driver injured in clsn w rail trn/veh nontraf, subs"
503,V15.0XXS,"Pedl cyc driver inj in clsn w rail trn/veh nontraf, sequela"
504,V15.1XXA,"Pedl cyc pasngr injured in clsn w rail trn/veh nontraf, init"
505,V15.1XXD,"Pedl cyc pasngr injured in clsn w rail trn/veh nontraf, subs"
506,V15.1XXS,"Pedl cyc pasngr inj in clsn w rail trn/veh nontraf, sequela"
507,V15.2XXA,"Unsp pedl cyclst inj in clsn w rail trn/veh nontraf, init"
508,V15.2XXD,"Unsp pedl cyclst inj in clsn w rail trn/veh nontraf, subs"
509,V15.2XXS,"Unsp pedl cyclst inj in clsn w rail trn/veh nontraf, sequela"
510,V15.3XXA,"Prsn brd/alit pedl cyc injured in clsn w rail trn/veh, init"
511,V15.3XXD,"Prsn brd/alit pedl cyc injured in clsn w rail trn/veh, subs"
512,V15.3XXS,"Prsn brd/alit pedl cyc inj in clsn w rail trn/veh, sequela"
513,V15.4XXA,"Pedl cyc driver injured in clsn w rail trn/veh in traf, init"
514,V15.4XXD,"Pedl cyc driver injured in clsn w rail trn/veh in traf, subs"
515,V15.4XXS,"Pedl cyc driver inj in clsn w rail trn/veh in traf, sequela"
516,V15.5XXA,"Pedl cyc pasngr injured in clsn w rail trn/veh in traf, init"
517,V15.5XXD,"Pedl cyc pasngr injured in clsn w rail trn/veh in traf, subs"
518,V15.5XXS,"Pedl cyc pasngr inj in clsn w rail trn/veh in traf, sequela"
519,V15.9XXA,"Unsp pedl cyclst inj in clsn w rail trn/veh in traf, init"
520,V15.9XXD,"Unsp pedl cyclst inj in clsn w rail trn/veh in traf, subs"
521,V15.9XXS,"Unsp pedl cyclst inj in clsn w rail trn/veh in traf, sequela"
522,V16.0XXA,"Pedl cyc driver inj in clsn w nonmtr vehicle nontraf, init"
523,V16.0XXD,"Pedl cyc driver inj in clsn w nonmtr vehicle nontraf, subs"
524,V16.0XXS,"Pedl cyc driver inj in clsn w nonmtr vehicle nontraf, sqla"
525,V16.1XXA,"Pedl cyc pasngr inj in clsn w nonmtr vehicle nontraf, init"
526,V16.1XXD,"Pedl cyc pasngr inj in clsn w nonmtr vehicle nontraf, subs"
527,V16.1XXS,"Pedl cyc pasngr inj in clsn w nonmtr vehicle nontraf, sqla"
528,V16.2XXA,"Unsp pedl cyclst inj in clsn w nonmtr vehicle nontraf, init"
529,V16.2XXD,"Unsp pedl cyclst inj in clsn w nonmtr vehicle nontraf, subs"
530,V16.2XXS,"Unsp pedl cyclst inj in clsn w nonmtr vehicle nontraf, sqla"
531,V16.3XXA,"Prsn brd/alit pedl cyc inj in clsn w nonmtr veh nontraf,init"
532,V16.3XXD,"Prsn brd/alit pedl cyc inj in clsn w nonmtr veh nontraf,subs"
533,V16.3XXS,"Prsn brd/alit pedl cyc inj in clsn w nonmtr veh nontraf,sqla"
534,V16.4XXA,"Pedl cyc driver inj in clsn w nonmtr vehicle in traf, init"
535,V16.4XXD,"Pedl cyc driver inj in clsn w nonmtr vehicle in traf, subs"
536,V16.4XXS,"Pedl cyc driver inj in clsn w nonmtr vehicle in traf, sqla"
537,V16.5XXA,"Pedl cyc pasngr inj in clsn w nonmtr vehicle in traf, init"
538,V16.5XXD,"Pedl cyc pasngr inj in clsn w nonmtr vehicle in traf, subs"
539,V16.5XXS,"Pedl cyc pasngr inj in clsn w nonmtr vehicle in traf, sqla"
540,V16.9XXA,"Unsp pedl cyclst inj in clsn w nonmtr vehicle in traf, init"
541,V16.9XXD,"Unsp pedl cyclst inj in clsn w nonmtr vehicle in traf, subs"
542,V16.9XXS,"Unsp pedl cyclst inj in clsn w nonmtr vehicle in traf, sqla"
543,V17.0XXA,"Pedl cyc driver inj in clsn w statnry object nontraf, init"
544,V17.0XXD,"Pedl cyc driver inj in clsn w statnry object nontraf, subs"
545,V17.0XXS,"Pedl cyc driver inj in clsn w statnry object nontraf, sqla"
546,V17.1XXA,"Pedl cyc pasngr inj in clsn w statnry object nontraf, init"
547,V17.1XXD,"Pedl cyc pasngr inj in clsn w statnry object nontraf, subs"
548,V17.1XXS,"Pedl cyc pasngr inj in clsn w statnry object nontraf, sqla"
549,V17.2XXA,"Unsp pedl cyclst inj in clsn w statnry object nontraf, init"
550,V17.2XXD,"Unsp pedl cyclst inj in clsn w statnry object nontraf, subs"
551,V17.2XXS,"Unsp pedl cyclst inj in clsn w statnry object nontraf, sqla"
552,V17.3XXA,"Prsn brd/alit pedl cyc inj in clsn w statnry object, init"
553,V17.3XXD,"Prsn brd/alit pedl cyc inj in clsn w statnry object, subs"
554,V17.3XXS,"Prsn brd/alit pedl cyc inj in clsn w statnry object, sequela"
555,V17.4XXA,"Pedl cyc driver inj in clsn w statnry object in traf, init"
556,V17.4XXD,"Pedl cyc driver inj in clsn w statnry object in traf, subs"
557,V17.4XXS,"Pedl cyc driver inj in clsn w statnry object in traf, sqla"
558,V17.5XXA,"Pedl cyc pasngr inj in clsn w statnry object in traf, init"
559,V17.5XXD,"Pedl cyc pasngr inj in clsn w statnry object in traf, subs"
560,V17.5XXS,"Pedl cyc pasngr inj in clsn w statnry object in traf, sqla"
561,V17.9XXA,"Unsp pedl cyclst inj in clsn w statnry object in traf, init"
562,V17.9XXD,"Unsp pedl cyclst inj in clsn w statnry object in traf, subs"
563,V17.9XXS,"Unsp pedl cyclst inj in clsn w statnry object in traf, sqla"
564,V18.0XXA,"Pedl cyc driver injured in nonclsn trnsp acc nontraf, init"
565,V18.0XXD,"Pedl cyc driver injured in nonclsn trnsp acc nontraf, subs"
566,V18.0XXS,"Pedl cyc driver inj in nonclsn trnsp acc nontraf, sequela"
567,V18.1XXA,"Pedl cyc pasngr injured in nonclsn trnsp acc nontraf, init"
568,V18.1XXD,"Pedl cyc pasngr injured in nonclsn trnsp acc nontraf, subs"
569,V18.1XXS,"Pedl cyc pasngr inj in nonclsn trnsp acc nontraf, sequela"
570,V18.2XXA,"Unsp pedl cyclst injured in nonclsn trnsp acc nontraf, init"
571,V18.2XXD,"Unsp pedl cyclst injured in nonclsn trnsp acc nontraf, subs"
572,V18.2XXS,"Unsp pedl cyclst inj in nonclsn trnsp acc nontraf, sequela"
573,V18.3XXA,"Prsn brd/alit pedl cyc injured in nonclsn trnsp acc, init"
574,V18.3XXD,"Prsn brd/alit pedl cyc injured in nonclsn trnsp acc, subs"
575,V18.3XXS,"Prsn brd/alit pedl cyc injured in nonclsn trnsp acc, sequela"
576,V18.4XXA,"Pedl cyc driver injured in nonclsn trnsp acc in traf, init"
577,V18.4XXD,"Pedl cyc driver injured in nonclsn trnsp acc in traf, subs"
578,V18.4XXS,"Pedl cyc driver inj in nonclsn trnsp acc in traf, sequela"
579,V18.5XXA,"Pedl cyc pasngr injured in nonclsn trnsp acc in traf, init"
580,V18.5XXD,"Pedl cyc pasngr injured in nonclsn trnsp acc in traf, subs"
581,V18.5XXS,"Pedl cyc pasngr inj in nonclsn trnsp acc in traf, sequela"
582,V18.9XXA,"Unsp pedl cyclst injured in nonclsn trnsp acc in traf, init"
583,V18.9XXD,"Unsp pedl cyclst injured in nonclsn trnsp acc in traf, subs"
584,V18.9XXS,"Unsp pedl cyclst inj in nonclsn trnsp acc in traf, sequela"
585,V19.00XA,"Pedl cyc driver injured in collision w unsp mv nontraf, init"
586,V19.00XD,"Pedl cyc driver injured in collision w unsp mv nontraf, subs"
587,V19.00XS,"Pedl cyc driver injured in clsn w unsp mv nontraf, sequela"
588,V19.09XA,"Pedl cyc driver injured in collision w oth mv nontraf, init"
589,V19.09XD,"Pedl cyc driver injured in collision w oth mv nontraf, subs"
590,V19.09XS,"Pedl cyc driver injured in clsn w oth mv nontraf, sequela"
591,V19.10XA,"Pedl cyc passenger injured in clsn w unsp mv nontraf, init"
592,V19.10XD,"Pedl cyc passenger injured in clsn w unsp mv nontraf, subs"
593,V19.10XS,"Pedl cyc pasngr injured in clsn w unsp mv nontraf, sequela"
594,V19.19XA,"Pedl cyc passenger injured in clsn w oth mv nontraf, init"
595,V19.19XD,"Pedl cyc passenger injured in clsn w oth mv nontraf, subs"
596,V19.19XS,"Pedl cyc passenger injured in clsn w oth mv nontraf, sequela"
597,V19.20XA,"Unsp pedl cyclst injured in clsn w unsp mv nontraf, init"
598,V19.20XD,"Unsp pedl cyclst injured in clsn w unsp mv nontraf, subs"
599,V19.20XS,"Unsp pedl cyclst injured in clsn w unsp mv nontraf, sequela"
600,V19.29XA,"Unsp pedl cyclst injured in collision w oth mv nontraf, init"
601,V19.29XD,"Unsp pedl cyclst injured in collision w oth mv nontraf, subs"
602,V19.29XS,"Unsp pedl cyclst injured in clsn w oth mv nontraf, sequela"
603,V19.3XXA,"Pedl cyclst (driver) injured in unsp nontraf, init"
604,V19.3XXD,"Pedl cyclst (driver) injured in unsp nontraf, subs"
605,V19.3XXS,"Pedl cyclst (driver) injured in unsp nontraf, sequela"
606,V19.40XA,"Pedl cyc driver injured in collision w unsp mv in traf, init"
607,V19.40XD,"Pedl cyc driver injured in collision w unsp mv in traf, subs"
608,V19.40XS,"Pedl cyc driver injured in clsn w unsp mv in traf, sequela"
609,V19.49XA,"Pedl cyc driver injured in collision w oth mv in traf, init"
610,V19.49XD,"Pedl cyc driver injured in collision w oth mv in traf, subs"
611,V19.49XS,"Pedl cyc driver injured in clsn w oth mv in traf, sequela"
612,V19.50XA,"Pedl cyc passenger injured in clsn w unsp mv in traf, init"
613,V19.50XD,"Pedl cyc passenger injured in clsn w unsp mv in traf, subs"
614,V19.50XS,"Pedl cyc pasngr injured in clsn w unsp mv in traf, sequela"
615,V19.59XA,"Pedl cyc passenger injured in clsn w oth mv in traf, init"
616,V19.59XD,"Pedl cyc passenger injured in clsn w oth mv in traf, subs"
617,V19.59XS,"Pedl cyc passenger injured in clsn w oth mv in traf, sequela"
618,V19.60XA,"Unsp pedl cyclst injured in clsn w unsp mv in traf, init"
619,V19.60XD,"Unsp pedl cyclst injured in clsn w unsp mv in traf, subs"
620,V19.60XS,"Unsp pedl cyclst injured in clsn w unsp mv in traf, sequela"
621,V19.69XA,"Unsp pedl cyclst injured in collision w oth mv in traf, init"
622,V19.69XD,"Unsp pedl cyclst injured in collision w oth mv in traf, subs"
623,V19.69XS,"Unsp pedl cyclst injured in clsn w oth mv in traf, sequela"
624,V19.81XA,"Pedl cyclst injured in trnsp acc w military vehicle, init"
625,V19.81XD,"Pedl cyclst injured in trnsp acc w military vehicle, subs"
626,V19.81XS,"Pedl cyclst injured in trnsp acc w military vehicle, sequela"
627,V19.88XA,"Pedl cyclst (driver) injured in oth transport acc, init"
628,V19.88XD,"Pedl cyclst (driver) injured in oth transport acc, subs"
629,V19.88XS,"Pedl cyclst (driver) injured in oth transport acc, sequela"
