,category,condition
1569,T65.824A,"Toxic effect of harmful algae and algae toxins, undet, init"
1570,T65.824D,"Toxic effect of harmful algae and algae toxins, undet, subs"
1571,T65.824S,"Toxic effect of harmful algae and algae toxins, undet, sqla"
1572,T65.831A,"Toxic effect of fiberglass, accidental (unintentional), init"
1573,T65.831D,"Toxic effect of fiberglass, accidental (unintentional), subs"
1574,T65.831S,"Toxic effect of fiberglass, accidental, sequela"
1575,T65.832A,"Toxic effect of fiberglass, intentional selfharm, init"
1576,T65.832D,"Toxic effect of fiberglass, intentional selfharm, subs"
1577,T65.832S,"Toxic effect of fiberglass, intentional selfharm, sequela"
1578,T65.833A,"Toxic effect of fiberglass, assault, initial encounter"
1579,T65.833D,"Toxic effect of fiberglass, assault, subsequent encounter"
1580,T65.833S,"Toxic effect of fiberglass, assault, sequela"
1581,T65.834A,"Toxic effect of fiberglass, undetermined, initial encounter"
1582,T65.834D,"Toxic effect of fiberglass, undetermined, subs encntr"
1583,T65.834S,"Toxic effect of fiberglass, undetermined, sequela"
1584,T65.891A,"Toxic effect of substances, accidental (unintentional), init"
1585,T65.891D,"Toxic effect of substances, accidental (unintentional), subs"
1586,T65.891S,"Toxic effect of substances, accidental, sequela"
1587,T65.892A,"Toxic effect of oth substances, intentional selfharm, init"
1588,T65.892D,"Toxic effect of oth substances, intentional selfharm, subs"
1589,T65.892S,"Toxic effect of substances, intentional selfharm, sequela"
1590,T65.893A,"Toxic effect of oth substances, assault, init encntr"
1591,T65.893D,"Toxic effect of oth substances, assault, subs encntr"
1592,T65.893S,"Toxic effect of other specified substances, assault, sequela"
1593,T65.894A,"Toxic effect of oth substances, undetermined, init encntr"
1594,T65.894D,"Toxic effect of oth substances, undetermined, subs encntr"
1595,T65.894S,"Toxic effect of oth substances, undetermined, sequela"
1596,T65.91XA,"Toxic effect of unsp substance, accidental, init"
1597,T65.91XD,"Toxic effect of unsp substance, accidental, subs"
1598,T65.91XS,"Toxic effect of unsp substance, accidental, sequela"
1599,T65.92XA,"Toxic effect of unsp substance, intentional selfharm, init"
1600,T65.92XD,"Toxic effect of unsp substance, intentional selfharm, subs"
1601,T65.92XS,"Toxic effect of unsp substance, selfharm, sequela"
1602,T65.93XA,"Toxic effect of unspecified substance, assault, init encntr"
1603,T65.93XD,"Toxic effect of unspecified substance, assault, subs encntr"
1604,T65.93XS,"Toxic effect of unspecified substance, assault, sequela"
1605,T65.94XA,"Toxic effect of unsp substance, undetermined, init encntr"
1606,T65.94XD,"Toxic effect of unsp substance, undetermined, subs encntr"
1607,T65.94XS,"Toxic effect of unspecified substance, undetermined, sequela"
